age,marital,balance,loan,contact,deposit
53,married,5603,no,cellular,yes
47,divorced,225,no,cellular,yes
39,married,-17,yes,cellular,yes
35,single,3490,no,cellular,yes
32,single,769,no,cellular,yes
46,divorced,-90,yes,telephone,yes
30,married,1785,no,unknown,yes
36,single,-103,yes,telephone,yes
47,divorced,555,yes,telephone,yes
52,married,5303,no,unknown,yes
43,married,1258,no,unknown,yes
44,single,1679,no,telephone,yes
30,married,1664,no,telephone,yes
32,married,8749,yes,unknown,yes
42,single,-247,yes,telephone,yes
33,married,3444,no,telephone,yes
45,married,5346,yes,unknown,yes
45,married,1144,no,unknown,yes
28,single,2351,no,telephone,yes
32,single,5514,no,telephone,yes
28,married,123,yes,telephone,yes
44,divorced,429,no,telephone,yes
51,married,5254,no,unknown,yes
56,married,589,no,unknown,yes
40,divorced,568,no,unknown,yes
49,married,10250,no,telephone,yes
50,single,3537,no,unknown,yes
58,divorced,1947,no,telephone,yes
37,married,1967,no,telephone,yes
27,married,2329,no,telephone,yes
47,divorced,12026,no,telephone,yes
39,married,1757,no,telephone,yes
43,married,107,yes,telephone,yes
34,married,1012,yes,telephone,yes
35,divorced,0,no,telephone,yes
58,divorced,372,yes,unknown,yes
35,single,7506,no,unknown,yes
42,divorced,314,no,unknown,yes
43,married,860,no,telephone,yes
34,married,0,no,unknown,yes
35,single,3623,no,telephone,yes
38,single,2470,no,telephone,yes
39,married,1307,no,telephone,yes
58,divorced,3237,no,telephone,yes
60,married,5041,no,telephone,yes
56,married,6619,no,telephone,yes
31,married,1331,no,unknown,yes
37,married,1970,no,telephone,yes
59,divorced,1026,no,unknown,yes
49,married,249,no,telephone,yes
30,single,12857,no,cellular,yes
31,single,2807,no,unknown,yes
40,married,5060,no,unknown,yes
43,married,2271,no,telephone,yes
48,married,1,no,telephone,yes
34,married,676,no,telephone,yes
28,single,160,no,unknown,yes
34,married,899,no,unknown,yes
47,married,1230,no,telephone,yes
59,married,0,no,telephone,yes
32,single,700,no,unknown,yes
31,single,0,no,telephone,yes
27,single,67,no,telephone,yes
35,single,127,no,telephone,yes
32,married,2089,no,cellular,yes
57,married,3585,no,telephone,yes
58,married,4152,no,telephone,yes
30,single,816,no,unknown,yes
37,married,5447,yes,cellular,yes
44,divorced,275,no,cellular,yes
57,married,1540,no,cellular,yes
34,married,751,yes,cellular,yes
54,single,380,no,cellular,yes
55,married,1504,yes,cellular,yes
59,married,1783,yes,cellular,yes
53,married,2269,no,cellular,yes
37,married,5115,no,cellular,yes
45,married,781,yes,cellular,yes
49,single,-188,yes,cellular,yes
31,single,761,no,telephone,yes
31,single,19,no,cellular,yes
35,married,4508,no,cellular,yes
37,divorced,66,no,cellular,yes
48,married,2266,no,cellular,yes
39,single,4646,no,cellular,yes
34,single,1494,no,cellular,yes
49,married,1050,no,cellular,yes
41,married,0,no,cellular,yes
46,married,0,no,cellular,yes
54,divorced,2171,yes,telephone,yes
38,married,3234,no,cellular,yes
39,married,11887,no,cellular,yes
46,married,0,no,cellular,yes
58,divorced,5037,no,cellular,yes
32,single,386,no,cellular,yes
30,married,8781,no,cellular,yes
51,married,538,no,cellular,yes
30,single,5561,no,cellular,yes
35,divorced,859,yes,cellular,yes
30,single,0,yes,cellular,yes
30,single,-617,yes,cellular,yes
43,married,1429,no,cellular,yes
47,married,4189,no,cellular,yes
51,married,580,no,cellular,yes
32,single,2615,no,cellular,yes
53,divorced,587,no,cellular,yes
33,single,149,no,cellular,yes
40,single,3,no,cellular,yes
42,married,807,no,cellular,yes
46,divorced,3354,no,cellular,yes
32,single,1249,no,cellular,yes
38,married,190,no,telephone,yes
32,single,550,no,cellular,yes
30,married,12737,yes,cellular,yes
35,married,0,no,cellular,yes
36,married,1207,no,cellular,yes
43,divorced,347,no,cellular,yes
42,married,3713,no,cellular,yes
40,married,3352,no,cellular,yes
32,married,254,no,cellular,yes
32,married,4654,yes,cellular,yes
41,single,-386,yes,cellular,yes
34,single,3043,yes,cellular,yes
40,single,1547,no,cellular,yes
32,single,945,no,cellular,yes
32,single,6402,no,cellular,yes
36,single,1295,no,cellular,yes
45,married,6993,no,cellular,yes
47,married,4420,yes,cellular,yes
35,divorced,141,yes,cellular,yes
36,married,11462,no,cellular,yes
33,married,6843,no,cellular,yes
30,married,501,yes,cellular,yes
32,single,5806,no,cellular,yes
45,married,20138,no,cellular,yes
47,married,1315,no,cellular,yes
46,married,0,no,cellular,yes
39,single,7,no,cellular,yes
30,married,3929,no,cellular,yes
45,married,7,no,cellular,yes
43,married,699,yes,cellular,yes
53,married,421,no,cellular,yes
43,married,4333,no,cellular,yes
54,divorced,300,no,cellular,yes
30,single,7773,no,cellular,yes
30,married,1794,no,cellular,yes
36,single,2032,yes,cellular,yes
33,married,3401,no,cellular,yes
38,married,1110,no,cellular,yes
37,divorced,3068,yes,cellular,yes
32,married,983,no,cellular,yes
59,divorced,2396,no,cellular,yes
59,married,6888,no,telephone,yes
46,divorced,2087,no,cellular,yes
32,single,121,no,cellular,yes
52,single,3469,no,cellular,yes
45,married,5461,no,cellular,yes
52,married,7119,yes,telephone,yes
31,married,-35,no,cellular,yes
31,married,314,no,cellular,yes
39,single,18508,no,cellular,yes
35,married,5639,no,cellular,yes
33,married,2918,yes,cellular,yes
50,married,12519,no,cellular,yes
36,married,4069,no,cellular,yes
34,single,4254,no,cellular,yes
46,divorced,219,no,cellular,yes
47,married,0,no,cellular,yes
39,single,2263,yes,telephone,yes
31,single,2589,no,cellular,yes
41,single,1982,no,cellular,yes
59,married,7049,no,cellular,yes
39,divorced,1968,no,cellular,yes
48,married,7195,no,cellular,yes
50,married,4117,no,cellular,yes
31,single,3950,no,cellular,yes
30,single,495,no,cellular,yes
31,married,8629,no,cellular,yes
30,married,455,no,cellular,yes
34,single,4536,no,cellular,yes
53,married,1777,no,cellular,yes
34,married,3527,no,cellular,yes
57,married,372,no,cellular,yes
41,single,92,no,cellular,yes
40,married,72,yes,cellular,yes
37,divorced,1533,no,cellular,yes
31,married,4148,no,cellular,yes
58,married,96,no,cellular,yes
39,married,2245,no,cellular,yes
47,married,834,yes,cellular,yes
44,married,4119,yes,telephone,yes
45,married,-525,yes,cellular,yes
41,married,39,no,cellular,yes
33,single,0,no,cellular,yes
30,single,2766,no,cellular,yes
30,single,3300,no,cellular,yes
42,married,36,no,cellular,yes
49,married,22520,no,cellular,yes
59,single,7724,no,cellular,yes
31,married,111,no,cellular,yes
43,married,2640,no,cellular,yes
38,married,3436,no,cellular,yes
30,married,0,no,cellular,yes
35,divorced,3636,yes,cellular,yes
43,married,3288,no,cellular,yes
34,single,2633,no,cellular,yes
52,married,580,no,cellular,yes
46,married,149,no,cellular,yes
46,divorced,4329,no,cellular,yes
37,single,1097,no,cellular,yes
42,married,1275,yes,cellular,yes
23,single,1003,no,telephone,yes
53,divorced,1004,yes,telephone,yes
26,single,814,no,cellular,yes
49,married,808,no,cellular,yes
34,single,859,no,cellular,yes
28,single,4465,no,cellular,yes
46,divorced,0,no,cellular,yes
26,single,622,no,cellular,yes
31,single,1709,yes,telephone,yes
51,single,394,no,telephone,yes
47,married,1125,no,cellular,yes
53,married,-462,no,cellular,yes
29,single,550,no,cellular,yes
32,single,540,yes,cellular,yes
26,single,941,no,cellular,yes
40,single,1361,no,cellular,yes
33,single,-452,no,cellular,yes
49,married,518,no,cellular,yes
60,married,-71,yes,cellular,yes
41,single,3234,no,cellular,yes
36,single,98,no,cellular,yes
29,single,196,no,cellular,yes
42,divorced,936,no,cellular,yes
33,single,300,yes,cellular,yes
31,divorced,217,no,cellular,yes
31,single,163,no,cellular,yes
26,single,110,no,cellular,yes
40,single,1646,no,cellular,yes
45,married,2040,no,telephone,yes
55,married,-308,no,cellular,yes
29,single,2325,no,cellular,yes
47,single,86,no,cellular,yes
50,divorced,1088,no,cellular,yes
44,married,0,no,cellular,yes
56,married,0,no,telephone,yes
39,single,2103,no,cellular,yes
59,single,2,no,telephone,yes
43,divorced,51,no,cellular,yes
36,married,96,no,cellular,yes
29,single,1027,no,cellular,yes
38,married,1308,no,cellular,yes
41,divorced,840,no,cellular,yes
58,divorced,5701,no,cellular,yes
61,married,6016,no,cellular,yes
36,married,630,no,cellular,yes
30,single,432,no,cellular,yes
43,single,-247,yes,cellular,yes
39,married,52,no,telephone,yes
48,single,623,no,cellular,yes
26,single,0,no,cellular,yes
51,married,100,no,cellular,yes
37,married,4089,no,cellular,yes
29,single,1669,no,cellular,yes
57,married,169,no,cellular,yes
25,single,483,yes,cellular,yes
68,divorced,250,no,cellular,yes
34,married,0,no,cellular,yes
38,divorced,902,no,cellular,yes
54,divorced,2156,no,cellular,yes
32,single,2360,no,cellular,yes
41,married,201,no,cellular,yes
48,single,-92,no,cellular,yes
59,divorced,514,no,cellular,yes
39,single,-114,no,cellular,yes
31,married,1331,no,cellular,yes
30,single,732,no,cellular,yes
40,married,1308,no,telephone,yes
28,married,0,no,cellular,yes
52,married,-970,no,cellular,yes
32,single,1246,no,cellular,yes
34,married,73,no,cellular,yes
31,single,406,no,cellular,yes
57,married,4391,no,telephone,yes
31,married,168,no,cellular,yes
29,married,1441,no,cellular,yes
75,divorced,3881,no,cellular,yes
32,single,678,no,cellular,yes
31,married,141,no,cellular,yes
41,single,-94,no,cellular,yes
22,single,897,no,cellular,yes
31,single,1214,no,cellular,yes
69,married,324,no,cellular,yes
30,married,2666,no,cellular,yes
49,divorced,10613,yes,cellular,yes
29,single,697,no,cellular,yes
43,married,953,no,cellular,yes
28,single,198,no,cellular,yes
56,single,1110,no,cellular,yes
39,married,130,yes,cellular,yes
33,married,315,no,cellular,yes
38,married,4383,no,cellular,yes
30,single,313,no,cellular,yes
29,married,273,no,cellular,yes
69,married,840,no,telephone,yes
44,married,309,no,cellular,yes
35,single,2707,no,cellular,yes
31,single,1109,no,cellular,yes
26,single,101,no,cellular,yes
26,single,725,no,cellular,yes
34,married,309,no,cellular,yes
42,single,541,no,cellular,yes
54,married,0,no,cellular,yes
53,married,1624,no,cellular,yes
54,married,0,no,telephone,yes
48,single,318,no,cellular,yes
40,married,1908,no,cellular,yes
28,single,676,no,cellular,yes
34,married,1076,no,cellular,yes
34,single,1228,no,cellular,yes
32,single,0,no,cellular,yes
31,single,13,yes,cellular,yes
31,single,12857,no,cellular,yes
66,married,0,no,cellular,yes
37,single,6101,no,cellular,yes
33,married,158,no,cellular,yes
50,married,346,no,cellular,yes
33,single,697,no,cellular,yes
56,married,616,no,cellular,yes
26,single,1140,no,cellular,yes
59,divorced,3444,no,cellular,yes
32,married,1879,no,cellular,yes
22,single,0,no,cellular,yes
34,married,0,no,cellular,yes
39,married,1493,no,cellular,yes
28,single,313,no,cellular,yes
31,single,1815,no,telephone,yes
33,single,700,no,cellular,yes
66,married,206,no,cellular,yes
26,single,255,no,cellular,yes
30,single,270,no,cellular,yes
28,single,4987,no,cellular,yes
29,single,673,no,cellular,yes
49,married,320,no,telephone,yes
34,married,0,no,cellular,yes
47,married,292,no,cellular,yes
42,married,757,no,cellular,yes
43,married,40,no,cellular,yes
61,married,1257,no,cellular,yes
35,single,1693,no,cellular,yes
40,married,5060,no,cellular,yes
31,divorced,373,no,cellular,yes
33,married,369,no,cellular,yes
69,married,2346,no,cellular,yes
30,single,1599,no,cellular,yes
41,married,1066,no,cellular,yes
31,married,2603,no,cellular,yes
22,single,381,no,cellular,yes
37,married,1314,no,cellular,yes
48,single,5689,no,cellular,yes
85,married,12114,no,telephone,yes
72,married,0,no,cellular,yes
46,divorced,2232,no,cellular,yes
26,single,11862,no,cellular,yes
37,married,127,no,cellular,yes
53,divorced,2152,no,cellular,yes
33,single,3552,no,cellular,yes
90,divorced,1,no,cellular,yes
54,divorced,1872,no,cellular,yes
67,married,1341,no,cellular,yes
42,divorced,7702,no,cellular,yes
71,married,4657,no,cellular,yes
44,divorced,397,yes,cellular,yes
47,married,0,no,cellular,yes
44,married,348,yes,cellular,yes
37,single,2442,no,cellular,yes
37,married,1543,no,cellular,yes
28,single,805,no,cellular,yes
21,single,2265,no,cellular,yes
32,single,312,no,cellular,yes
51,married,196,yes,cellular,yes
26,single,620,no,cellular,yes
74,married,1714,no,telephone,yes
65,married,2416,no,cellular,yes
47,married,335,no,cellular,yes
38,married,755,no,cellular,yes
71,married,2850,no,cellular,yes
29,married,1135,no,cellular,yes
61,married,197,no,cellular,yes
57,divorced,720,no,telephone,yes
37,married,5355,no,telephone,yes
68,married,445,no,cellular,yes
29,single,5359,no,cellular,yes
51,married,1443,no,cellular,yes
41,divorced,4047,no,cellular,yes
24,single,23878,no,cellular,yes
24,single,167,yes,cellular,yes
59,married,1047,no,cellular,yes
85,divorced,7613,no,cellular,yes
51,married,117,no,cellular,yes
39,married,2266,no,cellular,yes
44,married,558,no,cellular,yes
26,single,2509,no,cellular,yes
48,married,1808,no,cellular,yes
37,single,1130,no,cellular,yes
71,married,653,no,telephone,yes
62,married,2021,no,telephone,yes
26,single,313,yes,cellular,yes
43,single,983,no,cellular,yes
30,single,5561,no,cellular,yes
50,married,8345,no,cellular,yes
25,single,1231,no,cellular,yes
25,single,3730,no,cellular,yes
31,single,924,no,cellular,yes
28,single,2489,no,telephone,yes
66,married,995,no,cellular,yes
41,married,280,no,cellular,yes
46,married,3434,yes,cellular,yes
42,married,576,no,cellular,yes
28,single,1363,no,cellular,yes
39,single,581,no,cellular,yes
42,married,1376,no,cellular,yes
35,married,52,no,cellular,yes
55,married,0,yes,cellular,yes
37,married,549,no,cellular,yes
29,single,92,no,cellular,yes
49,married,2881,no,cellular,yes
44,single,250,no,telephone,yes
54,married,602,no,cellular,yes
28,single,730,no,cellular,yes
30,single,523,yes,cellular,yes
47,married,293,no,cellular,yes
34,single,215,no,cellular,yes
37,single,0,no,cellular,yes
25,single,42,no,cellular,yes
29,single,316,no,cellular,yes
62,married,4562,no,cellular,yes
58,divorced,10180,no,cellular,yes
46,married,0,no,cellular,yes
56,married,281,no,cellular,yes
33,married,250,no,cellular,yes
27,single,0,no,cellular,yes
60,married,404,no,cellular,yes
32,single,506,no,cellular,yes
83,divorced,1097,no,telephone,yes
35,married,3698,no,cellular,yes
31,divorced,883,no,cellular,yes
30,single,2539,no,telephone,yes
29,married,2326,no,cellular,yes
36,single,811,no,cellular,yes
57,married,256,no,cellular,yes
21,single,682,no,cellular,yes
44,single,483,no,cellular,yes
23,single,1506,no,cellular,yes
34,single,575,no,cellular,yes
32,married,409,no,cellular,yes
37,single,1316,no,cellular,yes
35,single,671,no,cellular,yes
47,married,2351,no,cellular,yes
61,married,997,no,cellular,yes
30,single,4808,no,cellular,yes
70,married,6422,no,cellular,yes
52,married,31,no,cellular,yes
28,single,171,no,cellular,yes
57,married,2681,no,cellular,yes
24,single,-61,no,cellular,yes
32,married,8929,no,cellular,yes
65,married,715,no,cellular,yes
44,married,1058,no,cellular,yes
32,single,-34,no,cellular,yes
33,single,258,no,cellular,yes
53,divorced,0,no,cellular,yes
31,divorced,71,no,cellular,yes
58,married,5810,no,cellular,yes
30,single,3473,no,cellular,yes
47,married,238,yes,cellular,yes
60,married,1740,no,cellular,yes
36,divorced,3407,no,cellular,yes
37,single,1045,no,cellular,yes
43,married,132,no,cellular,yes
37,single,1000,no,cellular,yes
31,single,115,no,cellular,yes
31,married,180,no,cellular,yes
30,single,201,no,cellular,yes
30,married,8089,no,cellular,yes
32,single,8866,no,cellular,yes
35,married,2,no,cellular,yes
59,married,259,no,cellular,yes
33,single,1107,no,cellular,yes
37,single,1730,no,cellular,yes
31,married,447,no,cellular,yes
26,single,2786,no,cellular,yes
53,married,10185,no,cellular,yes
34,married,978,no,cellular,yes
46,divorced,-130,no,cellular,yes
76,divorced,3049,no,cellular,yes
46,married,11385,no,cellular,yes
83,divorced,46,no,cellular,yes
23,single,4126,no,cellular,yes
34,single,212,no,cellular,yes
24,single,1250,no,cellular,yes
41,divorced,25,yes,cellular,yes
28,single,1277,no,cellular,yes
34,married,390,no,cellular,yes
77,married,9601,no,telephone,yes
36,married,565,no,cellular,yes
58,married,1384,no,cellular,yes
46,married,-522,no,cellular,yes
59,married,9676,no,telephone,yes
19,single,134,no,cellular,yes
23,single,2143,no,cellular,yes
27,single,831,no,cellular,yes
73,divorced,2308,no,telephone,yes
41,married,1468,no,cellular,yes
30,single,311,no,cellular,yes
26,single,274,no,cellular,yes
38,single,172,no,cellular,yes
46,divorced,507,no,cellular,yes
27,single,393,no,cellular,yes
63,married,-39,no,cellular,yes
34,married,1474,no,cellular,yes
32,single,471,yes,cellular,yes
33,single,3161,no,cellular,yes
47,married,1612,no,cellular,yes
48,divorced,4099,no,cellular,yes
58,married,68,no,cellular,yes
50,married,414,no,cellular,yes
26,single,5005,yes,cellular,yes
39,married,1756,no,cellular,yes
55,divorced,1613,no,cellular,yes
